author,title,isbn,dept_course
BODIE,ESSENTIALS OF INVESTMENTS (LOOSELEAF),9780077502294,"['ECON 496', 'FNAN 311', 'FNAN 411']"
BODIE,ESSENTIALS OF INVESTMENTS-SOLN.MAN.,9780077502249,"['ECON 496', 'FNAN 311', 'FNAN 411']"
BOELLSTORFF,COMING OF AGE IN SECOND...(NEW PREFACE),9780691168340,['CULT 860']
BOETTKE,CALCULATION+COORDINATION,9780415771092,['ECON 380']
BOFF,INTRODUCING LIBERATION THEOLOGY,9780883445501,['RELI 320']
BOGENSCHNEIDER,FAMILY POLICY MATTERS,9780415844482,['HDFS 401']
BOGGS,PRIN.OF SEDIMENTOLOGY+STRATIGRAPHY,9780321643186,['GEOL 304']
BOITTIN,COLONIAL METROPOLIS,9780803225459,['HIST 635']
BOLMAN,REFRAMING ACADEMIC LEADERSHIP,9780787988067,['CTCH 810']
BOLMAN,REFRAMING ORGANIZATIONS,9781118573334,"['EDLE 620', 'NCLC 375']"
BOLSTAD,GIS FUNDAMENTALS,9780971764736,['GGS 553']
BOLT,REMOTE RESEARCH,9781933820774,['EDIT 752']
BOLTANSKI,NEW SPIRIT OF CAPITALISM,9781844671656,['SOCI 712']
BONK,STRATEGIC COMMUNICATIONS F/NONPROFITS,9780470181546,['COMM 389']
BOOTH,CRAFT OF RESEARCH,9780226065663,"['ANTH 536', 'BIS 300', 'BIS 390', 'COMM 798', 'CS 390', 'ECON 309', 'ENGH 302']"
BORGWARDT,NEW DEAL FOR THE WORLD,9780674025363,['HIST 615']
BORKOWSKI,ORGANIZATIONAL BEHAVIOR IN HEALTH CARE,9780763763831,['HAP 621']
BORON,"MEDICAL PHYSIOLOGY,UPDATED",9781437717532,['BENG 313']
BOROWSKI,"THIS WAY FOR GAS,LADIES+GENTLEMEN",9780140186246,['ENGH 202']
BORRA,ITALIAN THROUGH FILM,9780300100204,['ITAL 340']
BORRA,ITALIAN THROUGH FILM,9780300109528,['ITAL 340']
BORWICK,"BUILDING COMMUNITIES,NOT AUDIENCES",9780972780414,['AMGT 410']
BOSSY,CHRISTIANITY IN THE WEST 1400-1700,9780192891624,['HIST 643']
BOTKIN,ENVIRONMENTAL SCIENCE (LOOSELEAF),9781118291979,"['EVPP 641', 'GCH 360']"
BOTKIN,ENVIRONMENTAL SCIENCE-TEXT,9781118427323,['EVPP 641']
BOUDINOT,GGS 101:MAJOR WORLD REGIONS >C<,9781118943823,['GGS 101']
BOUDINOT,GGS 102:PHSICAL GEOGRAPHY >C<,9781119246695,['GGS 102']
BOUDINOT,GGS 102:PHYSICAL GEOGRAPHY EBK ACC CODE,9781119246701,['GGS 102']
BOUDREAUX,GLOBALIZATION,9780313342134,['ECON 385']
BOULLE,MEDIATION SKILLS+TECHNIQUES,9781422406670,['NCLC 395']
BOURDIEU,DISTINCTION:SOC.CRITIQUE OF JUDGEMT...,9780674212770,['SOCI 712']
BOURDIEU,MASCULINE DOMINATION,9780804738200,['CULT 804']
BOURGOIS,RIGHTEOUS DOPEFIEND,9780520254985,"['CULT 860', 'SOCW 645']"
BOUSHEY,DAILY 5,9781571109743,['EDCI 556']
BOVARD,LOST RIGHTS:DESTRUCTION OF AMER.LIBERTY,9780312123338,['ECON 309']
BOVEE,BUSINESS COMMUNICATION TODAY,9780132971294,['SOM 301']
BOVET,UNDERSTANDING LINUX KERNEL,9780596005658,['ISA 673']
BOWDEN,ILLUSTRATED ATLAS..SKELETAL MUSCLES(LL),9781617311727,"['BIOL 124', 'BIOL 125', 'BIOL 431']"
BOWEN,GRAMMAR OF THE EDIT,9780240526003,['FAVS 260']
BOWEN,STRAIGHTFORWARD STATISTICS,9781483358918,['GCH 335']
BOWLING,BRINGING PEACE INTO THE ROOM,9780787968502,['CONF 399']
BOWMAN,DON'T TAKE THE LAST DONUT,9781601630872,"['SOCI 480', 'SPMT 475']"
BOWMAN,STATE+LOCAL GOVERNMENT:ESSENTIALS,9781285737485,['GOVT 304']
BOYCE,ELEM.DIFFERENTIAL EQUATIONS,9780470458327,['MATH 214']
BOYD,LIFESPAN DEVELOPMENT,9780205037520,['PSYC 211']
BOYD,LIFESPAN DEVELOPMENT (LOOSELEAF),9780205048755,['PSYC 211']
BOYER,MODERN EXPERIMENTAL BIOCHEMISTRY,9780805331110,['CHEM 465']
BOYLE,BEST AMERICAN SHORT STORIES 2015,9780547939414,"['ENGH 492', 'ENGH 495']"
BOYLE,BIG-CITY SCHOOL REFORMS,9780807755181,['EDLE 818']
BOYLE,COMMUNITY NUTRITION IN ACTION,9781111989682,['NUTR 421']
BOYLE,CORPORATE COMPUTER SECURITY,9780133545197,['IT 223']
BOZARTH,SOCIAL MEDIA FOR TRAINERS,9780470631065,['EDPD 504']
BRADLEY,AMERICAN HEALTH CARE PARADOX,9781610392099,['GCH 645']
BRADY,"RICH DEMOCRACIES,POOR PEOPLE",9780195385915,['SOCI 860']
BRAGA,POLICING PROBLEM PLACES,9780195341966,['CRIM 320']
BRAHIER,ASSESSMENT IN MIDDLE+HIGH SCHOOL MATH,9781930556201,"['EDCI 472', 'EDCI 672']"
BRAHIER,TEACHING SECONDARY+MIDDLE SCHOOL MATH.,9780132698115,"['EDCI 472', 'EDCI 672']"
BRAND,WHOLE EARTH DISCIPLINE,9780143118282,['GOVT 490']
BRANNAN,DIFFERENTIAL EQUATIONS,9781118531778,['MATH 214']
BRANNAN,DIFFERENTIAL EQUATIONS (LOOSELEAF),9781118981221,['MATH 214']
BRANNON,HEALTH PSYCHOLOGY,9781133593072,"['HEAL 220', 'HEAL 230']"
BRANTLEY,INSTRUCTIONAL ASSESS.OF ENG...IN K-8...,9780205455997,['ECED 511']
BRECHT,BERTOLT BRECHT:SAINT JOAN OF STOCKYARDS,9780413653307,['ENGH 455']
BRECHT,BRECHT ON THEATRE,9780809005420,['ENGH 455']
BRECHT,CAUCASIAN CHALK CIRCLE,9780413544506,['ENGH 455']
BRECHT,GOOD PERSON OF SZECHWAN,9780143105374,['ENGH 455']
BRECHT,LIFE OF GALILEO,9780143105381,['PHIL 253']
BRECHT,MEASURES TAKEN+OTHER LEHRSTUCKE,9780413373106,['ENGH 455']
BRECHT,MOTHER,9780802131607,['ENGH 455']
BRECHT,MOTHER COURAGE+HER CHILDREN,9780143105282,['ENGH 455']
BREND,SOUND OF TOMORROW,9780826424525,['MUSI 730']
BRENNAN,DEMOCRACY+DECISION,9780521585248,['ECON 854']
BRENNAN,MARKETS WITHOUT LIMITS,9780415737357,"['ECON 460', 'GOVT 469', 'PHIL 460']"
BRESTOFF,GREAT ACTING TEACHERS+THEIR METHODS,9781575250120,['THR 310']
BRETON,RABINAL ACHI,9780870818738,['RELI 235']
BRETTLER,BOOK OF JOB:ANNOTATED+EXPND(TRANS:KRAUS),9781594733895,['RELI 235']
BRETZ,PASAJES: CULTURA,9780077264109,"['SPAN 305', 'SPAN 306', 'SPAN 309']"
BRETZ,PASAJES: LENGUA,9780073385235,"['SPAN 305', 'SPAN 306', 'SPAN 309']"
BREWER,"SINEWS OF POWER:WAR,MONEY+..1688-1783",9780674809307,['ECON 823']
BREWER,WRITER'S MARKET 2016,9781599639376,['ENGH 486']
BRIGGS,CALCULUS:EARLY TRANSCEND.(LL)-W/ACCESS,9780321977298,"['MATH 113', 'MATH 114', 'MATH 116', 'MATH 124', 'MATH 213']"
BRIGGS,CALCULUS:EARLY TRANSCEND.-STUD.SOLN.MAN,9780321954329,"['MATH 113', 'MATH 114', 'MATH 116']"
BRIGGS,CALCULUS:EARLY TRANSCENDENTALS-TEXT,9780321947345,"['MATH 113', 'MATH 114', 'MATH 116', 'MATH 124', 'MATH 213']"
BRIGGS,CALCULUS:EARLY TRANSCENDENTALS-W/ACCESS,9780321965165,"['MATH 113', 'MATH 114', 'MATH 116', 'MATH 124', 'MATH 213']"
BRIGGS,MULTIVARIABLE CALCULUS-STUD.SOLN.MAN,9780321954312,['MATH 213']
BRIGGS,SINGLE VARIABLE CALCULUS-W/ACCESS,9780321965141,"['MATH 113', 'MATH 114', 'MATH 116']"
BROCK-BROIDO,"STAY,ILLUSION",9780307962034,['ENGH 310']
BROECKELMAN-POS,COMM 100: SPEAKERS; PRIMER >C<,9781680360608,['COMM 100']
BROECKELMAN-POS,COMM 101:COMMUNICATION PATHWAYS >C<,9781680360097,['COMM 101']
BROOKHART,EDUCATIONAL ASSESSMENT OF STUD. (LL),9780133436495,['EDRS 630']
BROOKHART,EDUCATIONAL ASSESSMENT OF...-W/ACCESS,9780133830262,['EDRS 630']
BROOKS,YEAR OF WONDERS,9780142001431,['GCH 320']
BROOM,MEN'S HEALTH,9780470516560,['HEAL 331']
BROSGOL,ANYA'S GHOST,9781250040015,['AE 042']
BROUKAL,ALL ABOUT THE USA 3:CULTURAL READ.-W/CD,9780132349697,['AE 036']
BROWN,ACTIVE LISTENING 1-W/CD,9780521678131,['AE 014']
BROWN,BOYS IN THE BOAT,9780143125471,['SRST 200']
BROWN,CASE STUDIES IN SPORT COMMUNICATION,9780275975319,['SPMT 430']
BROWN,CHEMISTRY F/ENGINEERING STUDENTS,9781439047910,['CHEM 251']
BROWN,FILMMAKER'S GUIDE TO DIGITAL IMAGING,9780415854115,"['FAVS 331', 'FAVS 599']"
BROWN,FUND.OF DIGITAL LOGIC W/VHDL-W/CD,9780077221430,"['ECE 301', 'ECE 331']"
BROWN,INFERNO,9781400079155,['ITAL 325']
BROWN,LANGUAGE ASSESSMENT-PRIN.+CLASSROOM...,9780138149314,['EDCI 520']
BROWN,MR 2 -STUDENT EDITION-W/2 ACCESS CODES,9781133958413,['MKTG 351']
BROWN,NARRATIVE OF LIFE OF HENRY BOX BROWN,9781104299156,['HIST 499']
BROWN,NUTRITION THROUGH LIFE CYCLE,9781133600497,['NUTR 422']
BROWN,UNDOING THE DEMOS:NEOLIBERALISM'S...,9781935408536,['GOVT 520']
BROWN,WIELAND+MEMOIRS OF CARWIN THE BILOQUIST,9780140390797,['ENGH 343']
BROWNING,MICROECONOMICS:THEORY+APPL.(LOOSELEAF),9781118129371,['ECON 306']
BROWNING,PROBABILITY+STATISTICS F/ELEM...,9780757536427,['MATH 612']
BROZO,CONTENT LITERACY F/TODAY'S ADOLESCENTS,9780132286718,['EDRD 631']
BRUALDI,INTRO.COMBINATORICS,9780136020400,['MATH 325']
BRUBAKER,LITTLE BOOK OF HEALTHY ORGANIZATIONS,9781561486649,"['CONF 330', 'CONF 399']"
BRUEGMANN,SPRAWL:COMPACT HISTORY,9780226076911,['HNRS 353']
BRUMBERG,KANSAS CHARLEY:THE BOY MURDERER,9780786753376,['SOCI 302']
BRUNDAGE,GOING TO THE SOURCES,9781118515310,['HIST 300']
BRUNER,"ACTUAL MINDS,POSSIBLE WORLDS",9780674003668,['EDUC 800']
BRUSTAD,ALIF BAA:INTRO.TO ARABIC...-W/DVD (PB),9781589016323,['ARAB 110']
BRUSTAD,"AL-KITAAB...BEGIN.ARABIC,PT.1-W/DVD",9781589017368,"['ARAB 110', 'ARAB 210']"
BRUSTAD,"AL-KITAAB...TEXT.F/ARABIC,PT.2-W/DVD",9781589019621,['ARAB 250']
BRUSTER,EVERYMAN+MANKIND,9781904271628,['ENGH 324']
BRYANT,ASSISTIVE TECH.F/PEOPLE W/DISABILITIES,9780137050093,"['EDAT 410', 'EDAT 510']"
BRYANT,COMPUTER SYSTEMS:PROGRAMMER'S PERSP.,9780134092669,"['CS 367', 'CS 475']"
BRYSON,WALK IN THE WOODS,9780307279460,['PRLS 300']
BUBER,I AND THOU,9780743201339,['CONF 706']
BUCHANAN,BETTER THAN HUMAN,9780199797875,['PHIL 309']
BUCHER,YAO:A LIFE IN TWO WORLDS,9781401359836,['HNRS 230']
BUCK,RAMAYANA,9780520272989,['RELI 313']
BUCKLEY,360 DEGREE OF TEXT:USING POETRY..#60237,9780814160237,"['EDCI 479', 'EDCI 669']"
BUEDE,ENGINEERING DESIGN OF SYSTEMS,9780470164020,"['ECE 550', 'SYST 520']"
BUEDE,SYST 210:SYSTEM DESIGN LOOSELEAF >C<,9781119097341,['SYST 210']
BUEHL,DEVELOPING READERS IN THE ACADEMIC...,9780872078451,"['EDRD 300', 'EDRD 501']"
BULL,WHILE THE WORLD SLEEPS,9781560254393,"['COMM 634', 'COMM 690', 'COMM 890']"
BULLOCK,INTRODUCTION TO HOMELAND SECURITY,9780128020289,['CRIM 230']
BULLOCK,LITTLE SEAGULL HANDBOOK-TEXT,9780393935806,"['ENGH 101', 'ENGH 302']"
BULLOCK,LITTLE SEAGULL HDBK.W/EXERCISES-TEXT,9780393935813,['ENGH 101']
BULLOCK,NORTON FIELD GUIDE TO WRITING,9780393919561,"['ENGH 101', 'NCLC 203']"
BUMP,LIE GROUPS,9781461480235,['MATH 689']
BUNT,BEGINNING OXFORD JAPANESE DICTIONARY,9780199298525,['JAPA 350']
BUNTING,"ENCE:ENCASE COMPUTER FORENSICS...,S.G.",9780470901069,"['CFRS 661', 'TCOM 661']"
BUPPERT,NURSE PRACT.BUS.PRAC.+LEGAL...-W/ACCESS,9781284050912,['NURS 785']
BUPPERT,NURSE PRACT.BUS.PRACTICE+LEGAL GUIDE,9780763749330,['NURS 749']
BURCHUM,LEHNE'S PHARMACOLOGY F/NURS..-STUDY GDE,9780323322591,['NURS 761']
BURCHUM,LEHNE'S PHARMACOLOGY F/NURSING CARE,9780323321907,"['NURS 713', 'NURS 761']"
BURGER,SHAPING OF WESTERN CIVILIZATION,9781442601901,['HIST 100']
BURGESS,SONG OF ROLAND,9780140445329,['HIST 304']
BURGOS-DEBRAY,"I,RIGOBERTA MENCHU",9781844674183,"['GOVT 331', 'RELI 320']"
BURKE,ENTERPRISE JAVABEANS 3.1,9780596158026,['SWE 645']
BURKE,ORGANIZATION DEVELOPMENT,9780201508352,['MGMT 413']
BURKE,PRIMARY CARE OF OLDER ADULT,9780323023955,['NURS 749']
BURKHOLDER,HIST.OF WESTERN MUSIC (REG.ED)-W/ACCESS,9780393918298,"['MUSI 331', 'MUSI 332', 'MUSI 432']"
BURKHOLDER,"NORTON ANTHOL.OF WESTERN MUSIC,V.1",9780393921618,['MUSI 331']
BURKHOLDER,"NORTON ANTHOL.OF WESTERN MUSIC,V.2",9780393921625,['MUSI 332']
BURKHOLDER,"NORTON ANTHOL.OF WESTERN MUSIC,V.3",9780393921632,['MUSI 432']
BURNETT,SECRET GARDEN,9780199588220,['ENGH 526']
BURNEY,EVELINA,9781551112374,['ENGH 333']
BURNS,BLACK HOLE,9780375714726,['ENGH 201']
BURNS,FROM STOREFRONT TO MONUMENT,9781625340351,['HIST 691']
BURNS,PRESCHOOL EDUCATION IN TODAY'S WORLD,9781598571950,['ECED 503']
BURNS,SHORTELL+KALUZNY'S HEALTH CARE MGMT.,9781435488182,['NURS 766']
BURROWAY,IMAGINATIVE WRITING (4053249),9780134053240,['ENGH 396']
BURROWAY,IMAGINATIVE WRITING-TEXT (923170),9780321923172,['ENGH 396']
BURT,ELEMENTARY STATISTICS FOR GEOGRAPHERS,9781572304840,['GGS 560']
BURT,POLITICAL VIOLENCE+AUTHORITARIAN...,9780230621176,['GOVT 331']
BURZYNSKI,APPLIED CALCULUS-W/ACCESS,9781936368334,['MATH 108']
BUSS,WINNING THE WEST WITH WORDS,9780806142142,['HIST 615']
BUTCHER,ABNORMAL PSYCHOLOGY,9780205944286,['PSYC 325']
BUTCHER,ABNORMAL PSYCHOLOGY (LOOSELEAF),9780205965021,['PSYC 325']
BUTLER,EREWHON,9780486420486,['HNRS 353']
BUTLER,FLEDGLING,9780446696166,['ENGH 204']
BUTLER,FORENSIC DNA TYPING,9780121479527,['FRSC 560']
BUTLER,FUNDAMENTALS OF FORENSIC DNA TYPING,9780123749994,['FRSC 460']
BUTLER,LILITH'S BROOD,9780446676106,"['CONF 399', 'WMST 300']"
BUTOWSKY,I SURVIVED : MY NAME IS YITZKHAK,9781633851009,['HIST 388']
BUZAN,EVOLUTION OF INTL.SECURITY STUDIES,9780521694223,['GOVT 744']
BYBEE,BSCS 5E INSTRUCTIONAL MODEL,9781941316009,"['EDCI 473', 'EDCI 573']"
BYMAN,DEADLY CONNECTIONS,9780521548687,['CRIM 475']
BYRON,MAJOR WORKS,9780199537334,['ENGH 400']
CAHALAN,BRAIN ON FIRE,9781451621389,"['NEUR 461', 'PSYC 461', 'PSYC 592']"
CAHILL,FEDERAL FATHERS+MOTHERS,9781469606811,['HIST 615']
CAHN,CLASSICS OF WESTERN PHILOSOPHY,9781603847438,['PHIL 100']
CAIRNIE,"NCLC 395: COMMUNICATION,CONFLICT & THE M",9781506615349,['NCLC 395']
CALARCO,SHAKESPEARE'S R+J,9780822216797,['THR 496']
CALAVITA,INVITATION TO LAW+SOCIETY,9780226089973,['CRIM 220']
CALLISTER,FUND.OF MATERIALS SCI.+ENGR.,9781118061602,['ME 313']
CALVINO,IF ON A WINTER'S NIGHT A TRAVELER,9780679420255,['ENGH 305']
CALVINO,INVISIBLE CITIES,9780156453806,['ENGH 305']
CALVINO,SIX MEMOS FOR THE NEXT MILLENIUM,9780141189697,['ENGH 305']
CAMERON,POSITIVE ORGANIZATIONAL SCHOLARSHIP,9781576752326,['NCLC 475']
CAMERON,PRACTICING POSITIVE LEADERSHIP,9781609949723,['NCLC 475']
CAMMETT,POLITICAL ECON.OF THE MIDDLE EAST,9780813349381,['GOVT 632']
CAMP,CLOSER TO FREEDOM,9780807855348,['HIST 387']
CAMPBELL,BEYOND THE FIVE PARAGRAPH ESSAY,9781571108524,"['EDCI 479', 'EDCI 669']"
CAMPBELL,INTRO TO GLOBAL STUDIES,9781405187367,"['GLOA 101', 'NCLC 303']"
CAMPBELL,INTRO.TO REMOTE SENSING (CLOTH),9781609181765,['GGS 579']
CAMPBELL,WEB DESIGN:INTRODUCTORY,9781285170626,"['IT 193', 'IT 213']"
CAMUS,L'EXIL ET LE ROYAUME,9782070360789,"['FREN 420', 'FREN 520']"
CAMUS,MYTH OF SISYPHUS+OTHER...(LARGE FORMAT),9780679733737,['PHIL 336']
CAMUS,STRANGER,9780679720201,"['ENGH 201', 'PHIL 253']"
CANFIELD,BROADVIEW ANTH.OF RESTORATION..-CONCISE,9781551115818,['ENGH 332']
CANTERBURY,FNAN 302:FNAN STATMNT ANALYSIS+VALUATN,9781618531766,['FNAN 341']
CAPLAN,MYTH OF THE RATIONAL VOTER,9780691138732,"['ECON 410', 'ECON 854']"
CAPOTE,IN COLD BLOOD,9780679745587,"['ENGH 201', 'HNRS 122']"
CAPUZZI,FOUNDATIONS OF ADDICTIONS COUNSELING,9780133998641,['EDCD 652']
CARDILLO,YOUR 1ST YEAR AS A NURSE,9780307591746,['NURS 465']
CARLOCK,ESL WRITER'S HANDBOOK,9780472034031,['AE 080']
CARLOCK,WORKBOOK FOR ESL WRITER'S HANDBOOK,9780472034048,['AE 080']
CARLTON,MODERN INDUSTRIAL ORGANIZATION,9780321180230,"['ECON 370', 'ECON 846']"
CARMACK,WELL-BEING ULTIMATUM,9781511783392,['NCLC 395']
CARP,JUDICIAL PROCESS IN AMERICA,9781452226323,['GOVT 301']
CARPENTER,ART+MYTH IN ANCIENT GREECE,9780500202364,['ARTH 102']
CARPENTIER,KINGDOM OF THIS WORLD,9780374530112,['ENGH 608']
CARPINI,WHAT AMERICANS KNOW ABOUT POLITICS...,9780300072754,['ECON 854']
CARR,VISUALIZING DATA PATTERNS+MICROMAPS,9781420075731,"['STAT 515', 'STAT 763']"
CARRIER,FILE SYSTEM FORENSIC ANALYSIS,9780321268174,['CFRS 780']
CARROLL,RISK MANAGEMENT HANDBOOK F/HEALTH ORG.,9780470300176,['HAP 735']
CARR-RUFFINO,MANAGING DIVERSITY >CUSTOM<,9781256860297,['MGMT 412']
CARSON,ANTIGONICK,9780811222921,['ENGH 201']
CARSON,NOX,9780811218702,"['ENGH 497', 'ENGH 608']"
CARSON,SEA AROUND US-SPECIAL EDITION,9780195069976,"['BIOL 449', 'EVPP 449', 'EVPP 505']"
CARSON,SILENT SPRING:ANNIVERSARY EDITION,9780618249060,"['BIOL 435', 'EVPP 445', 'EVPP 505']"
CARTER,FORGING THE MODERN WORLD,9780199988563,['HIST 125']
CARTER,INTERNATIONAL LAW,9780735598102,['GOVT 446']
CARTER,INTERNATIONAL LAW:SELECT.DOC.13-14 ED.,9781454827962,['GOVT 446']
CARTER,SCIENCE+THE AFTERLIFE EXPERIENCE,9781594774522,['PSYC 405']
CARTER,THERAPEUTIC RECREATION,9781577666448,['PRLS 327']
CASCIO,APPLIED PSYCH.IN HUMAN RESOURCE MGMT.,9780136090953,['PSYC 631']
CASELLA,STATISTICAL INFERENCE,9780534243128,"['CSI 672', 'STAT 652']"
CASEY,DIGITAL EVIDENCE+COMPUTER CRIME,9780123742681,['CFRS 510']
CASEY,HANDBK.OF DIGITAL FORENSICS+INVESTIG...,9780123742674,['CFRS 762']
CASHMAN,STORYTELLING ON NORTHERN IRISH BORDER,9780253223746,['ENGH 591']
CASHORE,GRACELING,9780547258300,['ENGH 202']
CASTEEL,ORACLE 11G:PL/SQL PROGRAMMING,9781133947363,['IT 314']
CATHER,MY ANTONIA,9780486282404,['ENGH 201']
CAVERLEY,DEMOCRATIC MILITARISM,9781107667372,['GOVT 540']
CECIL,STRIKING BALANCE,9781621590378,['ECED 512']
CELCE-MURCIA,GRAMMAR BOOK,9781111351861,['EDCI 510']
CENGEL,THERMODYNAMICS,9780073398174,['ME 221']
CHA,DICTEE,9780520261297,['ENGH 685']
CHAKRABARTY,PROVINCIALIZING EUROPE,9780691130019,['HIST 610']
CHAN,UNDERSTANDING PSYCHOSOCIAL ADJUSTMENT..,9780826123862,['RHBS 620']
CHANG,R GRAPHICS COOKBOOK,9781449316952,"['STAT 515', 'STAT 763']"
CHANG,WILD SWANS:THREE DAUGHTERS OF CHINA,9780743246989,['HNRS 230']
CHAPPELL,WIRESHARK NETWORK ANALYSIS,9781893939943,"['CFRS 660', 'TCOM 660']"
CHARNEY,RESILIENCE:SCIENCE OF MASTERING...,9780521195638,['NCLC 355']
CHARNEY,TEACHING CHILDREN TO CARE,9781892989086,['EDCI 544']
CHASE,"PATHWAYS 1:LSTN,SPK&CRIT THINK W/E WKBK",9781133305712,['AE 041']
CHASE,PATHWAYS 2-TXT+ONLINE WRBK >IP<,9781133305699,['AE 051']
CHASE,"PATHWAYS 3:LSTN,SPK+CRTL THK W/E WKBK",9781133305750,['AE 061']
CHASTEEN,BORN IN BLOOD+FIRE:CONCISE HISTORY...,9780393911541,['HIST 272']
CHEKHOV,COMPLETE SHORT NOVELS,9781400032921,['THR 352']
CHEKHOV,STORIES,9780553381009,['THR 352']
CHEMERINSKY,CRIMINAL PROCEDURE:ADJUDICATION,9781454807124,['CRIM 408']
CHEN,APPLIED INTEGER PROGRAMING:MODELING&...,9780470373064,['OR 642']
CHESNUTT,CONJURE WOMAN+OTHER CONJURE TALES,9780822313878,['ENGH 305']
CHESS,SECURE PROGRAMMING W/STATIC ANAL.-W/CD,9780321424778,"['ISA 681', 'SWE 681']"
CHEVALIER,ASSASSINATION OF PARIS,9780226103600,['HIST 635']
CHIANG,FUND.METHODS OF MATH.ECONOMICS (CLOTH),9780070109100,['ECON 340']
CHIERCHIA,MEANING+GRAMMAR:INTRO.TO SEMANTICS,9780262531641,"['LING 485', 'LING 785']"
CHIRAS,NATURAL RESOURCE CONSERVATION,9780132251389,['GGS 303']
CHO,INTEGRATED KOREAN:BEGINNING 1,9780824834401,['KORE 110']
CHO,INTEGRATED KOREAN:BEGINNING 1-WORKBOOK,9780824834500,['KORE 110']
CHO,INTEGRATED KOREAN:BEGINNING 2,9780824835156,['KORE 210']
CHO,INTEGRATED KOREAN:BEGINNING 2-WORKBOOK,9780824835163,['KORE 210']
CHO,INTEGRATED KOREAN:INTERMEDIATE 2,9780824838133,['KORE 330']
CHO,INTEGRATED KOREAN:INTERMEDIATE 2-WKBK.,9780824838676,['KORE 330']
CHO,"INTEGRATED KOREAN:INTERMEDIATE,LEVEL 1",9780824836504,['KORE 250']
CHOATE,EATING DISORDERS+OBESITY,9781556203190,['EDCD 797']
CHOI,GENETICS:SOL.+PROBLEM-SOLVING MAN.,9781464150920,['BIOL 311']
CHOSET,PRINCIPLES OF ROBOT MOTION,9780262033275,['CS 689']
CHOU,NEW CHINA-INTERMEDIATE READER OF...,9780691148366,"['CHIN 300', 'CHIN 301']"
CHRISTENBURY,MAKING THE JOURNEY,9780325008172,"['EDCI 479', 'EDCI 669']"
CHRISTENSEN,ADVANCED FINANCIAL ACCOUNTING,9780078025877,"['ACCT 433', 'ACCT 630']"
CHRISTENSEN,ADVANCED FINANCIAL ACCOUNTING-W/ACCESS,9781259546648,"['ACCT 433', 'ACCT 630']"
CHRISTENSEN,ADVANCED FINANCIAL ACCT.-CONNECT ACCESS,9780077723286,"['ACCT 433', 'ACCT 630']"
CHRISTENSEN,"DISRUPTING CLASS,UPDATED+EXPANDED",9780071749107,['EDIT 413']
CHRISTENSON,POPOL VUH,9780806138398,['RELI 235']
CHRISTENSON,POPOL VUH II,9780806138411,['RELI 235']
CHRISTIAN,BAYESIAN ESSENTIALS WITH R,9781461486862,"['CSI 674', 'SYST 664']"
CHRISTIANSON,FREEING CHARLES,9780252076886,['HIST 499']
CHU,FPGA PROTOTYPING BY VHDL EXAMPLES,9780470185315,['ECE 448']
CHUNG,SOCIAL JUSTICE COUNSELING,9781412999526,['EDCD 628']
CHURCHILL,CLOUD NINE,9781559360999,['ENGH 305']
CHUVIECO,FUND.OF SATELLITE REMOTE SENSING,9780415310840,"['CEIE 457', 'CEIE 690']"
CIALDINI,INFLUENCE:PSYCHOLOGY OF PERSUASION,9780061241895,['MKTG 312']
CINLAR,INTRODUCTION TO STOCHASTIC PROCESSES,9780486497976,['ECE 728']
CISCO NETWORK,CONNECTING NETWORKS COMPANION GUIDE,9781587133329,['IT 445']
CISCO NETWORK,INTRO.TO NETWORKS COMP.GUIDE,9781587133169,['IT 341']
CISCO NETWORK,INTRODUCTION TO NETWORKS-LAB MANUAL,9781587133121,['IT 341']
CISCO NETWORK.,ROUTING+SWITCHING ESSEN.COMPANION GUIDE,9781587133183,['IT 341']
CISCO NETWORK.,ROUTING+SWITCHING ESSENTIALS-LAB MANUAL,9781587133206,['IT 341']
CISCO PRESS,SCALING NETWORKS:COMPANION GUIDE,9781587133282,['IT 445']
CLAPHAM,HUMAN RIGHTS:VERY SHORT INTRODUCTION,9780199205523,['GOVT 490']
CLARK,E-LEARNING+SCIENCE OF INSTRUCTION,9780470874301,"['EDIT 611', 'NCLC 345']"
CLARK,E-LEARNING+SCIENCE OF INSTRUCTION,9781119158660,['EDIT 611']
CLARK,FAREWELL TO ALMS,9780691141282,['ECON 823']
CLARK,PRINCIPLES OF COMPARATIVE POLITICS,9781608716791,['GOVT 133']
CLARK,RTFM:RED TEAM FIELD MANUAL,9781494295509,"['CFRS 664', 'CFRS 730', 'TCOM 664']"
CLAUSEWITZ,ON WAR:INDEXED EDITION,9780691018546,['GOVT 744']
CLAWSON,LATIN AMERICA+CARIBBEAN:LANDS+PEOPLES,9780199759248,"['GGS 316', 'GGS 533']"
CLEAR,AMERICAN CORRECTIONS,9781305093300,['CRIM 402']
CLEARY,DEAR MR.HENSHAW,9780380709588,['PSYC 211']
CLEARY,STRIDER,9780380712366,['PSYC 211']
CLEVELAND,VISUALIZING DATA,9780963488404,['STAT 515']
CLEVERLEY,ESSENTIALS OF HEALTH CARE FINANCE,9780763789299,['HAP 702']
CLOW,"INTEGRATED ADVERTISING,PROMO...(LOOSE)",9780133866438,['COMM 375']
CLOW,"INTEGRATED ADVERTISING,PROMOTION...",9780133866339,['COMM 375']
COAKLEY,SPORTS IN SOCIETY,9780078022524,['SPMT 304']
